Case,Name,Rank,Badge,Incident Date,Location,Precinct,Allegation,Disposition,Discipline,
201612-1012,Brian K Thatcher,Officer,2830,2016-12-11 3:25:00,Street / Alley,1,Force,Unfounded,,
201402-0074,BRET M WOODYARD,Police Officer,2834,2014-01-25 17:10:00,Police Headquarters,H,Injury during arrest,Officers Actions within Policy,,
201402-0073,TRICIA ZIMMERMAN,Police Officer,2835,2014-01-28 15:21:00,Street/Alley,13,"Injury during contact with officers, prior to arrest",Officers Actions within Policy,,
201607-1006,Mark Murray,Officer,2839,2016-07-06 1:40:00,Street / Alley,7,Handling of Prisoner,Unfounded,,
201511-1031,James Ruark,Officer,2844,2015-11-29 22:56:00,Private Residence or Property,7,Force,Unfounded,,
201608-1011,Edward Chung,Officer,2852,2016-08-08 15:34:00,Private Residence or Property,15,Force,Unfounded,,
201507-1007,Nathan Fenton,Officer,2857,2015-06-19 9:44:00,Private Residence or Property,1,Handling of Prisoner,Unfounded,,
201608-1010,Jwaun Mitchell,Officer,2864,2016-08-08 17:47:00,Private Residence or Property,9,Handling of Prisoner,Unfounded,,
201701-1031,Jwaun Mitchell,Officer,2864,2017-01-30 21:04:00,Street / Alley,16,Use of Mace,Unfounded,,
201709-1007,Kyle Evans,Officer,2894,2017-07-28 15:50:00,Street / Alley,13,Force,Pending,,
201710-1018,Mark Wolf,Officer,2896,2017-10-14 23:47:00,Street / Alley,7,Force,Pending,,
201710-1018,Mark Wolf,Officer,2896,2017-10-14 23:47:00,Street / Alley,7,Force,Pending,,
201710-1018,Matthew Worley,Officer,2898,2017-10-14 23:47:00,Street / Alley,7,Force,Pending,,
201710-1018,Matthew Worley,Officer,2898,2017-10-14 23:47:00,Street / Alley,7,Force,Pending,,
201704-1017,Melvin R Tellis,Officer,2904,2017-04-11 9:33:00,Public Building or Property,10,Force,Not Sustained,,
201704-1017,Melvin R Tellis,Officer,2904,2017-04-11 9:33:00,Public Building or Property,10,Force,Not Sustained,,
201710-1018,Joshua Buck,Officer,2905,2017-10-14 23:47:00,Street / Alley,7,Force,Pending,,
201710-1018,Joshua Buck,Officer,2905,2017-10-14 23:47:00,Street / Alley,7,Force,Pending,,
201709-1007,Emily DeYarman,Officer,2910,2017-07-28 15:50:00,Street / Alley,13,Force,Pending,,
201707-1007,Andrew Fogle,Officer,2912,2017-07-05 19:21:00,Street / Alley,5,Force,Withdrawn,,
201709-1007,David A Scarpitti,Officer,2928,2017-07-28 15:50:00,Street / Alley,13,Force,Pending,,
201708-1012,Charles Lovejoy,Officer,2962,2017-08-09 20:15:00,Private Residence or Property,19,Force,Pending,,
200805-0318,MELVIN LEGG,Reserve Officer,4212,2008-04-13 8:30:00,Street/Alley,2,Injury during arrest,Officers Actions within Policy,,
201501-0189,MELVIN LEGG,Reserve Officer,4212,2014-10-21 11:05:00,Public Building or Property,2,Injury during arrest,Officers Actions within Policy,,
200804-0211,STEPHEN P GAMMILL,Deputy Chief,5009,2008-04-08 12:49:59,Public Building or Property,7,Force,Unfounded,,
200404-0146,THOMAS J HENTERLY,Lieutenant,5045,2004-04-24 2:17:00,Street/Alley,4,Individual Issued Mace,Officers Actions within Policy,,
200509-0133,THOMAS J HENTERLY,Lieutenant,5045,2005-09-11 2:42:00,Street/Alley,4,Individual Issued Mace,Officers Actions within Policy,,
201002-0128,THOMAS J HENTERLY,Lieutenant,5045,2009-12-02 10:56:00,Business Building Or Property,19,Injury during arrest,Officers Actions within Policy,,
201005-0036,CRAIG A STONE,Lieutenant,5047,2010-03-28 20:24:00,Business Building Or Property,14,Individual Issued Mace,Officers Actions within Policy,,
200205-0287,JOSEPH A SCHRADER,Lieutenant,5048,2002-05-19 2:20:00,Bar,16,Individual Issued Mace,Officers Actions within Policy,,
201406-0035,TERRENCE A DITTMER,Lieutenant,5050,2014-04-20 1:30:00,Bar,16,Injury during arrest,Officers Actions within Policy,,
201502-0064,TERRENCE A DITTMER,Lieutenant,5050,2014-05-04 1:47:00,Private Residence or Property,16,Individual Issued Mace,Officers Actions within Policy,,
201708-1025,TERRENCE A DITTMER,Lieutenant,5050,2017-08-19 15:30:00,Street / Alley,16,Use of Mace,Pending,,
200301-0005,FRED C BOWDITCH,Lieutenant,5054,2002-12-31 12:45:00,Street/Alley,18,Force,Unfounded,,
200302-0184,FRED C BOWDITCH,Lieutenant,5054,2003-02-25 12:00:00,Street/Alley,14,Display / Use of Firearms,Unfounded,,
200107-0107,JEFFREY L PULS,Lieutenant,5063,2001-06-23 14:07:00,Street/Alley,16,Chemical Agent ordnance (Field Force),Officers Actions within Policy,,
200912-0073,JEFFREY L PULS,Lieutenant,5063,2009-11-20 2:13:00,Other,16,Individual Issued Mace,Officers Actions within Policy,,
201006-0135,JEFFREY L PULS,Lieutenant,5063,2010-06-12 22:30:00,Street/Alley,16,Individual Issued Mace,Officers Actions within Policy,,
200407-0125,THOMAS A QUINLAN,Lieutenant,5066,2004-07-02 23:00:00,Street/Alley,16,Individual Issued Mace,Officers Actions within Policy,,
200509-0256,THOMAS A QUINLAN,Lieutenant,5066,2005-09-25 2:20:00,Bar,16,Individual Issued Mace,Officers Actions within Policy,,
200509-0257,THOMAS A QUINLAN,Lieutenant,5066,2005-09-24 1:30:00,Street/Alley,4,Individual Issued Mace,Officers Actions within Policy,,
200606-0141,THOMAS A QUINLAN,Lieutenant,5066,2006-06-09 2:19:00,Private Residence or Property,4,Individual Issued Mace,Officers Actions within Policy,,
200609-0106,THOMAS A QUINLAN,Lieutenant,5066,2006-09-13 2:20:00,Bar,16,Individual Issued Mace,Officers Actions within Policy,,
200704-0040,THOMAS A QUINLAN,Lieutenant,5066,2007-03-23 2:27:00,Bar,4,Individual Issued Mace,Officers Actions within Policy,,
200705-0153,THOMAS A QUINLAN,Lieutenant,5066,2007-05-06 2:25:00,Street/Alley,16,Individual Issued Mace,Officers Actions within Policy,,
200706-0262,THOMAS A QUINLAN,Lieutenant,5066,2007-06-23 23:00:00,Business Building Or Property,16,Individual Issued Mace,Officers Actions within Policy,,
200809-0217,THOMAS A QUINLAN,Lieutenant,5066,2008-09-21 2:38:00,Bar,16,Individual Issued Mace,Officers Actions within Policy,,
200812-0058,THOMAS A QUINLAN,Lieutenant,5066,2008-09-27 23:47:00,Bar,4,Chemical Agent ordnance (Field Force),Officers Actions within Policy,,
200904-0280,THOMAS A QUINLAN,Lieutenant,5066,2009-04-03 23:45:00,Street/Alley,16,Individual Issued Mace,Officers Actions within Policy,,
200606-0164,DAVID R PERKINS,Lieutenant,5067,2006-06-17 18:00:00,Business Building Or Property,17,Individual Issued Mace,Officers Actions within Policy,,
200706-0210,DAVID R PERKINS,Lieutenant,5067,2007-06-16 23:45:00,Business Building Or Property,10,Individual Issued Mace,Officers Actions within Policy,,
200901-0029,DAVID R PERKINS,Lieutenant,5067,2008-12-27 1:50:00,Business Building Or Property,19,Individual Issued Mace,Officers Actions within Policy,,
201203-0080,STEVEN L HOPE,Lieutenant,5068,2011-12-31 2:15:00,Street/Alley,16,Individual Issued Mace,Officers Actions within Policy,,
201205-0122,STEVEN L HOPE,Lieutenant,5068,2012-05-06 1:26:00,Bar,16,Individual Issued Mace,Officers Actions within Policy,,
201302-0005,STEVEN L HOPE,Lieutenant,5068,2012-12-23 2:25:00,Bar,16,Individual Issued Mace,Officers Actions within Policy,,
201302-0006,STEVEN L HOPE,Lieutenant,5068,2012-12-23 1:10:00,Street/Alley,16,Striking Hands / Feet,Officers Actions within Policy,,
201302-0006,STEVEN L HOPE,Lieutenant,5068,2012-12-23 1:10:00,Street/Alley,16,Injury during arrest,Officers Actions within Policy,,
201303-0193,STEVEN L HOPE,Lieutenant,5068,2013-03-09 2:08:00,Bar,16,Chemical Agent ordnance (Field Force),Officers Actions within Policy,,
201308-0002,STEVEN L HOPE,Lieutenant,5068,2013-05-19 3:00:00,Street/Alley,16,Striking Hands / Feet,Officers Actions within Policy,,
201308-0002,STEVEN L HOPE,Lieutenant,5068,2013-05-19 3:00:00,Street/Alley,16,Individual Issued Mace,Officers Actions within Policy,,
201308-0002,STEVEN L HOPE,Lieutenant,5068,2013-05-19 3:00:00,Street/Alley,16,Injury during arrest,Officers Actions within Policy,,
201311-0043,STEVEN L HOPE,Lieutenant,5068,2013-10-27 2:40:00,Bar,16,Individual Issued Mace,Officers Actions within Policy,,
201311-0044,STEVEN L HOPE,Lieutenant,5068,2013-10-27 1:00:00,Bar,16,Individual Issued Mace,Officers Actions within Policy,,
201502-0189,STEVEN L HOPE,Lieutenant,5068,2014-12-14 2:40:00,Bar,16,Individual Issued Mace,Officers Actions within Policy,,
200704-0041,MARIE E BALLOU,Lieutenant,5069,2007-03-04 3:05:00,Street/Alley,11,Individual Issued Mace,Officers Actions within Policy,,
200709-0297,MARIE E BALLOU,Lieutenant,5069,2007-08-12 2:40:00,Bar,11,Individual Issued Mace,Officers Actions within Policy,,
200710-0357,MARIE E BALLOU,Lieutenant,5069,2007-10-14 2:30:00,Street/Alley,5,Individual Issued Mace,Officers Actions within Policy,,
200712-0204,MARIE E BALLOU,Lieutenant,5069,2007-11-22 23:32:00,Private Residence or Property,11,Striking Hands / Feet,Officers Actions within Policy,,
200712-0209,MARIE E BALLOU,Lieutenant,5069,2007-12-23 3:00:00,Street/Alley,11,Individual Issued Mace,Officers Actions within Policy,,
200802-0171,MARIE E BALLOU,Lieutenant,5069,2008-02-17 2:40:00,Bar,11,Individual Issued Mace,Officers Actions within Policy,,
200807-0239,MARIE E BALLOU,Lieutenant,5069,2008-07-06 2:30:00,Bar,11,Individual Issued Mace,Officers Actions within Policy,,
200811-0103,MARIE E BALLOU,Lieutenant,5069,2008-11-02 2:15:00,Bar,16,Individual Issued Mace,Officers Actions within Policy,,
200811-0196,MARIE E BALLOU,Lieutenant,5069,2008-11-20 0:30:00,Private Residence or Property,10,Individual Issued Mace,Officers Actions within Policy,,
200901-0007,MARIE E BALLOU,Lieutenant,5069,2009-01-01 2:11:00,Private Residence or Property,5,Striking Weapon,Officers Actions within Policy,,
200901-0007,MARIE E BALLOU,Lieutenant,5069,2009-01-01 2:11:00,Private Residence or Property,5,"Injury during contact with officers, no arrest made",Officers Actions within Policy,,
201106-0186,MARIE E BALLOU,Lieutenant,5069,2011-05-14 2:10:00,Private Residence or Property,4,Injury during arrest,Officers Actions within Policy,,
201106-0186,MARIE E BALLOU,Lieutenant,5069,2011-05-14 2:10:00,Private Residence or Property,4,Striking Hands / Feet,Officers Actions within Policy,,
201105-0117,MARY G KERINS,Lieutenant,5071,2011-05-17 9:30:00,Business Building Or Property,1,Individual Issued Mace,Officers Actions within Policy,,
200711-0156,DAVID B MURRAY,Lieutenant,5076,2007-07-28 12:00:00,Private Residence or Property,F,Force,Unfounded per Article 8.12,,
200203-0044,OWEN D JONES,Lieutenant,5080,2002-02-09 21:30:00,Police Headquarters,H,Injury after arrest (transporting / processing),Officers Actions within Policy,,
200307-0139,OWEN D JONES,Lieutenant,5080,2003-07-17 18:00:00,Street/Alley,19,Striking Hands / Feet,Officers Actions within Policy,,
200307-0139,OWEN D JONES,Lieutenant,5080,2003-07-17 18:00:00,Street/Alley,19,Striking Weapon,Officers Actions within Policy,,
201212-0085,OWEN D JONES,Lieutenant,5080,2012-11-07 20:00:00,Private Residence or Property,5,Injury during arrest,Officers Actions within Policy,,
201009-0109,JOHN P MEYERS,Lieutenant,5094,2010-08-24 15:40:00,Business Building Or Property,16,Striking Weapon,Officers Actions within Policy,,
201009-0109,JOHN P MEYERS,Lieutenant,5094,2010-08-24 15:40:00,Business Building Or Property,16,Individual Issued Mace,Officers Actions within Policy,,
200107-0192,CRAIG A REES,Sergeant,5101,2001-05-07 4:00:00,Private Residence or Property,18,Force,Unfounded,,
200304-0096,CRAIG A REES,Sergeant,5101,2003-04-10 12:37:26,Street/Alley,16,Force,Unfounded,,
201108-0091,CRAIG A REES,Sergeant,5101,2011-08-05 21:45:00,Business Building Or Property,5,Force,Unfounded,,
201108-0196,CHARLES M CARTWRIGHT,Sergeant,5102,2011-08-15 11:11:00,Private Residence or Property,20,Injury during arrest,Officers Actions within Policy,,
201307-0007,CHARLES M CARTWRIGHT,Sergeant,5102,2013-04-19 11:58:00,Private Residence or Property,19,Striking Hands / Feet,Officers Actions within Policy,,
201307-0007,CHARLES M CARTWRIGHT,Sergeant,5102,2013-04-19 11:58:00,Private Residence or Property,19,Striking Weapon,Officers Actions within Policy,,
201307-0007,CHARLES M CARTWRIGHT,Sergeant,5102,2013-04-19 11:58:00,Private Residence or Property,19,Injury during arrest,Officers Actions within Policy,,
200405-0128,DAVID G EING,Default,5103,2004-05-13 11:54:00,Public Building or Property,15,Striking Weapon,Officers Actions within Policy,,
200202-0077,TYRONE J HOLLIS,Sergeant,5104,2002-02-08 0:49:00,Street/Alley,12,Individual Issued Mace,Officers Actions within Policy,,
200209-0187,TYRONE J HOLLIS,Sergeant,5104,2002-09-14 2:14:00,Bar,14,Individual Issued Mace,Officers Actions within Policy,,
200908-0063,TYRONE J HOLLIS,Sergeant,5104,2009-05-16 20:32:00,Private Residence or Property,7,Individual Issued Mace,Officers Actions within Policy,,
201105-0001,TYRONE J HOLLIS,Sergeant,5104,2011-04-30 10:30:00,Street/Alley,2,Firearm Used,Officers Actions within Policy,,
201201-0018,TYRONE J HOLLIS,Sergeant,5104,2011-12-27 21:20:00,Business Building Or Property,6,Individual Issued Mace,Officers Actions within Policy,,
201201-0117,TYRONE J HOLLIS,Sergeant,5104,2011-09-20 21:59:00,Business Building Or Property,6,Injury during arrest,Officers Actions within Policy,,
200210-0289,JIMMIE D BARNES,Sergeant,5105,2002-09-22 0:20:00,Street/Alley,4,Injury during arrest,Officers Actions within Policy,,
200212-0086,JIMMIE D BARNES,Sergeant,5105,2002-11-23 2:00:00,Street/Alley,4,Chemical Agent ordnance (Field Force),Officers Actions within Policy,,
200302-0200,JIMMIE D BARNES,Sergeant,5105,2002-10-21 0:05:00,Street/Alley,16,Striking Hands / Feet,Officers Actions within Policy,,
200302-0200,JIMMIE D BARNES,Sergeant,5105,2002-10-21 0:05:00,Street/Alley,16,Individual Issued Mace,Officers Actions within Policy,,
200306-0151,JIMMIE D BARNES,Sergeant,5105,2003-06-06 3:05:00,Private Residence or Property,4,Individual Issued Mace,Officers Actions within Policy,,
200309-0243,JIMMIE D BARNES,Sergeant,5105,2003-09-28 0:30:00,Street/Alley,4,Individual Issued Mace,Officers Actions within Policy,,
200310-0009,JIMMIE D BARNES,Sergeant,5105,2003-09-26 2:11:00,Business Building Or Property,3,Individual Issued Mace,Officers Actions within Policy,,
200310-0182,JIMMIE D BARNES,Sergeant,5105,2003-10-18 2:45:00,Street/Alley,4,Individual Issued Mace,Officers Actions within Policy,,
200401-0159,JIMMIE D BARNES,Sergeant,5105,2004-01-02 22:40:00,Business Building Or Property,1,Striking Hands / Feet,Officers Actions within Policy,,
200401-0159,JIMMIE D BARNES,Sergeant,5105,2004-01-02 22:40:00,Business Building Or Property,1,Injury during arrest,Officers Actions within Policy,,
200403-0123,JIMMIE D BARNES,Sergeant,5105,2004-03-14 2:23:00,Street/Alley,4,Individual Issued Mace,Officers Actions within Policy,,
200403-0154,JIMMIE D BARNES,Sergeant,5105,2004-03-14 2:25:00,Street/Alley,4,Individual Issued Mace,Officers Actions within Policy,,
200509-0182,JIMMIE D BARNES,Sergeant,5105,2005-07-23 3:20:00,Police Headquarters,H,Striking Hands / Feet,Officers Actions within Policy,,
200605-0024,JIMMIE D BARNES,Sergeant,5105,2006-03-19 2:03:00,Public Building or Property,4,Striking Hands / Feet,Officers Actions within Policy,,
200609-0186,JIMMIE D BARNES,Sergeant,5105,2006-07-15 23:39:00,Private Residence or Property,1,Striking Hands / Feet,Officers Actions within Policy,,
200702-0088,JIMMIE D BARNES,Sergeant,5105,2006-10-15 2:04:00,Street/Alley,4,Injury during arrest,Officers Actions within Policy,,
200711-0135,JIMMIE D BARNES,Sergeant,5105,2007-08-25 2:25:00,Street/Alley,1,Striking Hands / Feet,Officers Actions within Policy,,
200711-0135,JIMMIE D BARNES,Sergeant,5105,2007-08-25 2:25:00,Street/Alley,1,Injury during arrest,Officers Actions within Policy,,
200301-0007,WILLIAM M SPENCER,Sergeant,5106,2003-01-01 3:30:00,Public Building or Property,16,Individual Issued Mace,Officers Actions within Policy,,
200512-0054,WILLIAM M SPENCER,Sergeant,5106,2005-11-06 1:33:00,Street/Alley,14,Striking Hands / Feet,Officers Actions within Policy,,
200512-0054,WILLIAM M SPENCER,Sergeant,5106,2005-11-06 1:33:00,Street/Alley,14,Striking Weapon,Officers Actions within Policy,,
200512-0054,WILLIAM M SPENCER,Sergeant,5106,2005-11-06 1:33:00,Street/Alley,14,Individual Issued Mace,Officers Actions within Policy,,
200512-0054,WILLIAM M SPENCER,Sergeant,5106,2005-11-06 1:33:00,Street/Alley,14,Injury during arrest,Officers Actions within Policy,,
200809-0230,WILLIAM M SPENCER,Sergeant,5106,2008-09-20 1:45:00,Bar,13,Individual Issued Mace,Officers Actions within Policy,,
201012-0230,WILLIAM M SPENCER,Sergeant,5106,2010-12-09 0:26:00,Public Building or Property,20,Injury during arrest,Officers Actions within Policy,,
200203-0183,BENJAMIN CASUCCIO,Sergeant,5111,2002-03-01 21:45:00,Private Residence or Property,9,Striking Weapon,Officers Actions within Policy,,
200402-0083,BENJAMIN CASUCCIO,Sergeant,5111,2004-01-25 22:58:00,Public Building or Property,16,Striking Hands / Feet,Officers Actions within Policy,,
